#Date,TotalDistance
2026/06/04 16:30:49,67.3
#Screen_X,Screen_Y,GazeDataCount
611,382,206
#GameTime,Gaze_X,Gaze_Y
6.70,312,90
6.70,312,90
6.72,312,90
6.72,312,90
6.74,312,90
6.74,312,90
6.76,312,90
6.76,312,90
6.78,312,90
6.78,312,90
6.80,312,90
6.80,312,90
6.82,312,90
6.82,312,90
6.84,312,90
6.84,312,90
6.86,312,90
6.86,312,90
6.88,312,90
6.88,312,90
6.90,312,90
6.90,312,90
6.92,312,90
6.92,312,90
6.94,312,90
6.94,312,90
6.96,312,90
6.96,312,90
6.98,312,90
6.98,312,90
7.00,312,90
7.00,312,90
7.02,312,90
7.02,312,90
7.04,312,90
7.04,312,90
7.06,312,90
7.06,312,90
7.08,312,90
7.08,312,90
7.10,312,90
7.10,312,90
7.12,312,90
7.12,312,90
7.14,312,90
7.14,312,90
7.16,312,90
7.16,312,90
7.18,312,90
7.18,312,90
7.20,312,90
7.20,312,90
7.22,312,90
7.22,312,90
7.24,312,90
7.24,312,90
7.26,312,90
7.26,312,90
7.28,312,90
7.28,312,90
7.30,312,90
7.30,312,90
7.32,312,90
7.32,312,90
7.34,312,90
7.34,312,90
7.36,312,90
7.36,312,90
7.38,312,90
7.38,312,90
7.40,312,90
7.40,312,90
7.42,312,90
7.42,312,90
7.44,312,90
7.44,312,90
7.46,312,90
7.46,312,90
7.48,312,90
7.48,312,90
7.50,312,90
7.50,312,90
7.52,312,90
7.52,312,90
7.54,312,90
7.54,312,90
7.56,311,85
7.56,311,85
7.58,309,73
7.58,309,73
7.60,308,62
7.60,308,62
7.62,308,49
7.62,308,49
7.64,308,36
7.64,308,36
7.66,308,27
7.66,308,27
7.68,308,26
7.68,308,26
7.70,308,25
7.70,308,25
7.72,308,25
7.72,308,25
7.74,308,25
7.74,308,25
7.76,308,25
7.76,308,25
7.78,308,25
7.78,308,25
7.80,308,25
7.80,308,25
7.82,308,25
7.82,308,25
7.84,308,25
7.84,308,25
7.86,308,25
7.86,308,25
7.88,308,25
7.88,308,25
7.90,308,25
7.90,308,25
7.92,308,25
7.92,308,25
7.94,308,25
7.94,308,25
7.96,308,25
7.96,308,25
7.98,308,25
7.98,308,25
8.00,308,25
8.00,308,25
8.02,308,25
8.02,308,25
8.04,308,25
8.04,308,25
8.06,308,25
8.06,308,25
8.08,308,25
8.08,308,25
8.10,308,25
8.10,308,25
8.12,308,25
8.12,308,25
8.14,308,25
8.14,308,25
8.16,308,25
8.16,308,25
8.18,308,25
8.18,308,25
8.20,306,25
8.20,306,25
8.22,306,25
8.22,306,25
8.24,306,25
8.24,306,25
8.26,306,25
8.26,306,25
8.28,306,25
8.28,306,25
8.30,306,25
8.30,306,25
8.32,306,25
8.32,306,25
8.34,306,25
8.34,306,25
8.36,306,25
8.36,306,25
8.38,306,25
8.38,306,25
8.40,306,25
8.40,306,25
8.42,306,25
8.42,306,25
8.44,306,25
8.44,306,25
8.46,306,25
8.46,306,25
8.48,306,25
8.48,306,25
8.50,306,25
8.50,306,25
8.52,306,25
8.52,306,25
8.54,306,25
8.54,306,25
8.56,306,25
8.56,306,25
8.58,306,25
8.58,306,25
8.60,306,25
8.60,306,25
8.62,306,25
8.62,306,25
8.64,306,25
8.64,306,25
8.66,306,25
8.66,306,25
8.68,306,25
8.68,306,25
8.70,306,25
8.70,306,25
8.72,306,25
8.72,306,25
8.74,306,25
8.74,306,25
