#Date,TotalDistance
2026/06/04 16:28:28,46.7
#Screen_X,Screen_Y,GazeDataCount
611,382,168
#GameTime,Gaze_X,Gaze_Y
15.24,322,75
15.24,322,75
15.26,322,75
15.26,322,75
15.28,322,75
15.28,322,75
15.30,322,75
15.30,322,75
15.32,322,75
15.32,322,75
15.34,322,75
15.34,322,75
15.36,322,75
15.36,322,75
15.38,322,75
15.38,322,75
15.40,322,75
15.40,322,75
15.42,322,75
15.42,322,75
15.44,322,75
15.44,322,75
15.46,322,75
15.46,322,75
15.48,322,75
15.48,322,75
15.50,322,75
15.50,322,75
15.52,322,75
15.52,322,75
15.54,322,75
15.54,322,75
15.56,322,75
15.56,322,75
15.58,322,75
15.58,322,75
15.60,322,75
15.60,322,75
15.62,322,75
15.62,322,75
15.64,322,75
15.64,322,75
15.66,322,75
15.66,322,75
15.68,322,75
15.68,322,75
15.70,322,75
15.70,322,75
15.72,322,75
15.72,322,75
15.74,322,75
15.74,322,75
15.76,322,75
15.76,322,75
15.78,322,75
15.78,322,75
15.80,322,75
15.80,322,75
15.82,322,75
15.82,322,75
15.84,322,75
15.84,322,75
15.86,322,75
15.86,322,75
15.88,322,75
15.88,322,75
15.90,322,75
15.90,322,75
15.92,322,75
15.92,322,75
15.94,322,75
15.94,322,75
15.96,322,75
15.96,322,75
15.98,322,75
15.98,322,75
16.00,322,75
16.00,322,75
16.02,322,75
16.02,322,75
16.04,322,75
16.04,322,75
16.06,322,75
16.06,322,75
16.08,322,75
16.08,322,75
16.10,322,75
16.10,322,75
16.12,322,75
16.12,322,75
16.14,322,75
16.14,322,75
16.16,322,75
16.16,322,75
16.18,322,74
16.18,322,74
16.20,323,68
16.20,323,68
16.22,323,60
16.22,323,60
16.24,322,53
16.24,322,53
16.26,320,46
16.26,320,46
16.28,320,43
16.28,320,43
16.30,320,41
16.30,320,41
16.32,320,40
16.32,320,40
16.34,320,39
16.34,320,39
16.36,319,38
16.36,319,38
16.38,319,37
16.38,319,37
16.40,319,37
16.40,319,37
16.42,319,37
16.42,319,37
16.44,319,37
16.44,319,37
16.46,319,37
16.46,319,37
16.48,319,37
16.48,319,37
16.50,319,37
16.50,319,37
16.52,318,36
16.52,318,36
16.54,315,33
16.54,315,33
16.56,313,32
16.56,313,32
16.58,313,32
16.58,313,32
16.60,313,32
16.60,313,32
16.62,313,32
16.62,313,32
16.64,313,32
16.64,313,32
16.66,313,32
16.66,313,32
16.68,313,32
16.68,313,32
16.70,313,32
16.70,313,32
16.72,313,32
16.72,313,32
16.74,313,32
16.74,313,32
16.76,313,32
16.76,313,32
16.78,313,32
16.78,313,32
16.80,313,32
16.80,313,32
16.82,313,32
16.82,313,32
16.84,313,32
16.84,313,32
16.86,313,32
16.86,313,32
16.88,313,32
16.88,313,32
16.90,313,32
16.90,313,32
