#Date,TotalDistance
2026/06/04 16:28:22,335.2
#Screen_X,Screen_Y,GazeDataCount
611,382,432
#GameTime,Gaze_X,Gaze_Y
6.32,414,188
6.32,414,188
6.34,414,188
6.34,414,188
6.36,414,188
6.36,414,188
6.38,414,188
6.38,414,188
6.40,414,188
6.40,414,188
6.42,414,188
6.42,414,188
6.44,414,188
6.44,414,188
6.46,414,188
6.46,414,188
6.48,414,188
6.48,414,188
6.50,414,188
6.50,414,188
6.52,414,188
6.52,414,188
6.54,414,188
6.54,414,188
6.56,414,188
6.56,414,188
6.58,414,188
6.58,414,188
6.60,414,188
6.60,414,188
6.62,414,188
6.62,414,188
6.64,414,188
6.64,414,188
6.66,414,188
6.66,414,188
6.68,414,188
6.68,414,188
6.70,414,188
6.70,414,188
6.72,414,188
6.72,414,188
6.74,414,188
6.74,414,188
6.76,414,188
6.76,414,188
6.78,414,188
6.78,414,188
6.80,414,188
6.80,414,188
6.82,414,188
6.82,414,188
6.84,414,188
6.84,414,188
6.86,414,188
6.86,414,188
6.88,414,188
6.88,414,188
6.90,414,188
6.90,414,188
6.92,414,188
6.92,414,188
6.94,414,188
6.94,414,188
6.96,414,188
6.96,414,188
6.98,414,188
6.98,414,188
7.00,414,188
7.00,414,188
7.02,414,188
7.02,414,188
7.04,414,188
7.04,414,188
7.06,414,188
7.06,414,188
7.08,414,188
7.08,414,188
7.10,414,188
7.10,414,188
7.12,414,188
7.12,414,188
7.14,414,188
7.14,414,188
7.16,414,188
7.16,414,188
7.18,414,188
7.18,414,188
7.20,414,188
7.20,414,188
7.22,414,188
7.22,414,188
7.24,414,188
7.24,414,188
7.26,414,188
7.26,414,188
7.28,414,188
7.28,414,188
7.30,414,188
7.30,414,188
7.32,414,188
7.32,414,188
7.34,414,188
7.34,414,188
7.36,414,188
7.36,414,188
7.38,414,188
7.38,414,188
7.40,414,188
7.40,414,188
7.42,414,188
7.42,414,188
7.44,414,188
7.44,414,188
7.46,414,188
7.46,414,188
7.48,414,188
7.48,414,188
7.50,414,188
7.50,414,188
7.52,412,185
7.52,412,185
7.54,408,177
7.54,408,177
7.56,403,165
7.56,403,165
7.58,397,154
7.58,397,154
7.60,389,141
7.60,389,141
7.62,382,133
7.62,382,133
7.64,375,124
7.64,375,124
7.66,370,116
7.66,370,116
7.68,365,108
7.68,365,108
7.70,360,101
7.70,360,101
7.72,357,98
7.72,357,98
7.74,356,97
7.74,356,97
7.76,356,96
7.76,356,96
7.78,356,95
7.78,356,95
7.80,356,92
7.80,356,92
7.82,356,90
7.82,356,90
7.84,356,89
7.84,356,89
7.86,356,89
7.86,356,89
7.88,356,89
7.88,356,89
7.90,356,89
7.90,356,89
7.92,356,89
7.92,356,89
7.94,356,89
7.94,356,89
7.96,356,88
7.96,356,88
7.98,355,87
7.98,355,87
8.00,352,83
8.00,352,83
8.02,351,81
8.02,351,81
8.04,351,80
8.04,351,80
8.06,351,79
8.06,351,79
8.08,351,79
8.08,351,79
8.10,351,79
8.10,351,79
8.12,351,79
8.12,351,79
8.14,351,79
8.14,351,79
8.16,351,79
8.16,351,79
8.18,351,79
8.18,351,79
