#Date,TotalDistance
2026/06/04 16:30:55,73.5
#Screen_X,Screen_Y,GazeDataCount
611,382,86
#GameTime,Gaze_X,Gaze_Y
13.66,295,92
13.66,295,92
13.68,295,92
13.68,295,92
13.70,295,92
13.70,295,92
13.72,295,92
13.72,295,92
13.74,295,92
13.74,295,92
13.76,295,92
13.76,295,92
13.78,295,92
13.78,295,92
13.80,295,92
13.80,295,92
13.82,295,92
13.82,295,92
13.84,295,92
13.84,295,92
13.86,295,92
13.86,295,92
13.88,295,92
13.88,295,92
13.90,295,92
13.90,295,92
13.92,295,91
13.92,295,91
13.94,291,83
13.94,291,83
13.96,288,75
13.96,288,75
13.98,287,67
13.98,287,67
14.00,287,57
14.00,287,57
14.02,288,46
14.02,288,46
14.04,292,36
14.04,292,36
14.06,293,31
14.06,293,31
14.08,294,28
14.08,294,28
14.10,294,28
14.10,294,28
14.12,294,25
14.12,294,25
14.14,295,24
14.14,295,24
14.16,296,23
14.16,296,23
14.18,296,23
14.18,296,23
14.20,296,23
14.20,296,23
14.22,296,23
14.22,296,23
14.24,296,23
14.24,296,23
14.26,296,23
14.26,296,23
14.28,296,23
14.28,296,23
14.30,296,23
14.30,296,23
14.32,296,23
14.32,296,23
14.34,296,23
14.34,296,23
14.36,296,23
14.36,296,23
14.38,297,23
14.38,297,23
14.40,297,23
14.40,297,23
14.42,297,23
14.42,297,23
14.44,297,23
14.44,297,23
14.46,297,23
14.46,297,23
14.48,297,23
14.48,297,23
14.50,297,23
14.50,297,23
