#Date,TotalDistance
2026/06/03 13:11:54,3565.0
#Screen_X,Screen_Y,GazeDataCount
1920,1080,332
#GameTime,Gaze_X,Gaze_Y
3.06,939,102
3.06,939,102
3.08,939,102
3.08,939,102
3.10,939,102
3.10,939,102
3.12,939,102
3.12,939,102
3.14,939,102
3.14,939,102
3.16,939,102
3.16,939,102
3.18,939,102
3.18,939,102
3.20,939,102
3.20,939,102
3.22,939,102
3.22,939,102
3.24,939,102
3.24,939,102
3.26,939,102
3.26,939,102
3.28,939,102
3.28,939,102
3.30,939,102
3.30,939,102
3.32,939,102
3.32,939,102
3.34,939,102
3.34,939,102
3.36,939,102
3.36,939,102
3.38,939,102
3.38,939,102
3.40,939,102
3.40,939,102
3.42,939,102
3.42,939,102
3.44,939,102
3.44,939,102
3.46,939,102
3.46,939,102
3.48,939,102
3.48,939,102
3.50,939,102
3.50,939,102
3.52,939,102
3.52,939,102
3.54,939,102
3.54,939,102
3.56,939,102
3.56,939,102
3.58,939,102
3.58,939,102
3.60,939,102
3.60,939,102
3.62,939,102
3.62,939,102
3.64,939,102
3.64,939,102
3.66,939,102
3.66,939,102
3.68,939,105
3.68,939,105
3.70,942,119
3.70,942,119
3.72,953,144
3.72,953,144
3.74,976,184
3.74,976,184
3.76,984,215
3.76,984,215
3.78,998,249
3.78,998,249
3.80,1021,298
3.80,1021,298
3.82,1044,337
3.82,1044,337
3.84,1072,377
3.84,1072,377
3.86,1083,402
3.86,1083,402
3.88,1089,431
3.88,1089,431
3.90,1089,459
3.90,1089,459
3.92,1083,490
3.92,1083,490
3.94,1072,527
3.94,1072,527
3.96,1055,561
3.96,1055,561
3.98,1024,609
3.98,1024,609
4.00,995,646
4.00,995,646
4.02,956,689
4.02,956,689
4.04,910,729
4.04,910,729
4.06,885,751
4.06,885,751
4.08,845,777
4.08,845,777
4.10,817,791
4.10,817,791
4.12,769,811
4.12,769,811
4.14,729,822
4.14,729,822
4.16,669,831
4.16,669,831
4.18,613,836
4.18,613,836
4.20,567,842
4.20,567,842
4.22,522,845
4.22,522,845
4.24,479,848
4.24,479,848
4.26,442,848
4.26,442,848
4.28,423,848
4.28,423,848
4.30,400,836
4.30,400,836
4.32,380,828
4.32,380,828
4.34,355,814
4.34,355,814
4.36,323,782
4.36,323,782
4.38,292,751
4.38,292,751
4.40,281,723
4.40,281,723
4.42,267,692
4.42,267,692
4.44,267,655
4.44,267,655
4.46,267,612
4.46,267,612
4.48,275,567
4.48,275,567
4.50,292,524
4.50,292,524
4.52,312,479
4.52,312,479
4.54,332,439
4.54,332,439
4.56,346,419
4.56,346,419
4.58,366,397
4.58,366,397
4.60,386,377
4.60,386,377
4.62,403,360
4.62,403,360
4.64,428,346
4.64,428,346
4.66,468,329
4.66,468,329
4.68,505,317
4.68,505,317
4.70,559,309
4.70,559,309
4.72,590,306
4.72,590,306
4.74,630,303
4.74,630,303
4.76,678,315
4.76,678,315
4.78,726,334
4.78,726,334
4.80,777,349
4.80,777,349
4.82,831,368
4.82,831,368
4.84,882,391
4.84,882,391
4.86,925,411
4.86,925,411
4.88,973,439
4.88,973,439
4.90,1012,465
4.90,1012,465
4.92,1046,482
4.92,1046,482
4.94,1081,493
4.94,1081,493
4.96,1092,496
4.96,1092,496
4.98,1106,499
4.98,1106,499
5.00,1117,499
5.00,1117,499
5.02,1146,499
5.02,1146,499
5.04,1168,499
5.04,1168,499
5.06,1188,496
5.06,1188,496
5.08,1200,490
5.08,1200,490
5.10,1211,490
5.10,1211,490
5.12,1217,488
5.12,1217,488
5.14,1231,482
5.14,1231,482
5.16,1251,468
5.16,1251,468
5.18,1276,448
5.18,1276,448
5.20,1305,428
5.20,1305,428
5.22,1327,408
5.22,1327,408
5.24,1341,394
5.24,1341,394
5.26,1367,371
5.26,1367,371
5.28,1384,351
5.28,1384,351
5.30,1401,334
5.30,1401,334
5.32,1412,320
5.32,1412,320
5.34,1418,315
5.34,1418,315
5.36,1421,315
5.36,1421,315
5.38,1421,312
5.38,1421,312
5.40,1421,312
5.40,1421,312
5.42,1427,300
5.42,1427,300
5.44,1429,295
5.44,1429,295
5.46,1432,286
5.46,1432,286
5.48,1435,281
5.48,1435,281
5.50,1438,275
5.50,1438,275
5.52,1438,272
5.52,1438,272
5.54,1438,269
5.54,1438,269
5.56,1438,263
5.56,1438,263
5.58,1438,258
5.58,1438,258
5.60,1432,252
5.60,1432,252
5.62,1427,249
5.62,1427,249
5.64,1421,249
5.64,1421,249
5.66,1404,246
5.66,1404,246
5.68,1375,246
5.68,1375,246
5.70,1336,241
5.70,1336,241
5.72,1299,235
5.72,1299,235
5.74,1254,224
5.74,1254,224
5.76,1214,207
5.76,1214,207
5.78,1185,193
5.78,1185,193
5.80,1146,178
5.80,1146,178
5.82,1129,167
5.82,1129,167
5.84,1120,161
5.84,1120,161
5.86,1120,159
5.86,1120,159
5.88,1120,159
5.88,1120,159
5.90,1117,150
5.90,1117,150
5.92,1112,147
5.92,1112,147
5.94,1112,147
5.94,1112,147
5.96,1112,147
5.96,1112,147
5.98,1112,147
5.98,1112,147
6.00,1112,147
6.00,1112,147
6.02,1103,142
6.02,1103,142
6.04,1075,127
6.04,1075,127
6.06,1044,113
6.06,1044,113
6.08,1007,96
6.08,1007,96
6.10,984,82
6.10,984,82
6.12,973,73
6.12,973,73
6.14,967,73
6.14,967,73
